ShipmentID,Route No,LegNumber,WasRolled,RolloverReason,PaymentStatus,DocumentSubmitted,WeatherSeverity,PortCongestion,GeoRiskFlag,CarrierNotification,ExternalNewsImpact
SHP101572,R003520,2,TRUE,Feeder Delay,Paid,FALSE,Moderate,9,NA,Blank Sailing,TRUE
SHP101572,R003521,3,TRUE,Carrier Overbooking,Paid,FALSE,Low,3,NA,Late Alert,FALSE
SHP101573,R003522,1,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP101573,R003523,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,4,NA,Late Alert,FALSE
SHP101573,R003524,3,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP101574,R003525,1,TRUE,Carrier Overbooking,Overdue,TRUE,Moderate,2,NA,Blank Sailing,TRUE
SHP101574,R003526,2,TRUE,Customs Hold,Overdue,TRUE,Low,4,NA,NA,FALSE
SHP101575,R003527,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,NA,TRUE
SHP101575,R003528,2,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP101575,R003529,3,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101576,R003530,1,TRUE,Late Document,Paid,FALSE,Low,7,NA,Late Alert,FALSE
SHP101576,R003531,2,FALSE,NA,Paid,FALSE,Low,7,NA,NA,FALSE
SHP101576,R003532,3,FALSE,NA,Paid,FALSE,Low,7,Strike,NA,TRUE
SHP101577,R003533,1,FALSE,NA,Paid,TRUE,Low,1,NA,NA,FALSE
SHP101577,R003534,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,6,Military,Blank Sailing,TRUE
SHP101577,R003535,3,TRUE,Feeder Delay,Paid,TRUE,Low,3,NA,Blank Sailing,TRUE
SHP101578,R003536,1,FALSE,NA,Overdue,FALSE,Low,7,NA,NA,FALSE
SHP101578,R003537,2,FALSE,NA,Overdue,FALSE,Low,6,NA,NA,TRUE
SHP101578,R003538,3,TRUE,Feeder Delay,Overdue,FALSE,Low,5,NA,Late Alert,FALSE
SHP101579,R003539,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101579,R003540,2,TRUE,Late Document,Paid,TRUE,High,4,NA,Late Alert,TRUE
SHP101580,R003541,1,TRUE,Hub Congestion,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP101580,R003542,2,TRUE,Customs Hold,Paid,TRUE,Moderate,8,NA,Blank Sailing,TRUE
SHP101581,R003543,1,FALSE,NA,Pending,TRUE,High,4,NA,NA,TRUE
SHP101581,R003544,2,TRUE,Carrier Overbooking,Pending,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP101581,R003545,3,TRUE,Feeder Delay,Pending,TRUE,Low,8,Embargo,Late Alert,TRUE
SHP101582,R003546,1,TRUE,Feeder Delay,Overdue,TRUE,Low,8,NA,Late Alert,FALSE
SHP101582,R003547,2,FALSE,NA,Overdue,TRUE,Low,7,NA,NA,FALSE
SHP101583,R003548,1,TRUE,Late Document,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP101583,R003549,2,TRUE,Hub Congestion,Paid,TRUE,Moderate,8,NA,Blank Sailing,TRUE
SHP101584,R003550,1,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP101585,R003551,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP101585,R003552,2,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101585,R003553,3,FALSE,NA,Paid,TRUE,Low,1,NA,NA,FALSE
SHP101586,R003554,1,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101586,R003555,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,5,NA,Blank Sailing,TRUE
SHP101587,R003556,1,TRUE,Late Document,Pending,FALSE,Moderate,8,Protest,Late Alert,TRUE
SHP101587,R003557,2,FALSE,NA,Pending,FALSE,Moderate,4,Strike,NA,TRUE
SHP101588,R003558,1,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101589,R003559,1,FALSE,NA,Pending,TRUE,Low,5,NA,NA,FALSE
SHP101589,R003560,2,FALSE,NA,Pending,TRUE,Low,5,NA,NA,FALSE
SHP101589,R003561,3,TRUE,Carrier Overbooking,Pending,TRUE,Moderate,6,Protest,NA,TRUE
SHP101590,R003562,1,TRUE,Late Document,Paid,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP101590,R003563,2,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101590,R003564,3,TRUE,Hub Congestion,Paid,TRUE,Moderate,6,NA,Blank Sailing,TRUE
SHP101591,R003565,1,FALSE,NA,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP101591,R003566,2,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,2,NA,Late Alert,FALSE
SHP101591,R003567,3,TRUE,Feeder Delay,Paid,TRUE,Low,7,NA,Blank Sailing,TRUE
SHP101592,R003568,1,TRUE,Feeder Delay,Pending,TRUE,Moderate,7,NA,NA,FALSE
SHP101592,R003569,2,TRUE,Feeder Delay,Pending,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP101592,R003570,3,TRUE,Feeder Delay,Pending,TRUE,Low,4,NA,Late Alert,FALSE
SHP101593,R003571,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,5,Protest,NA,TRUE
SHP101593,R003572,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,2,NA,Late Alert,FALSE
SHP101593,R003573,3,TRUE,Late Document,Pending,TRUE,High,10,NA,Late Alert,TRUE
SHP101594,R003574,1,TRUE,Carrier Overbooking,Pending,TRUE,Moderate,6,Strike,Late Alert,TRUE
SHP101594,R003575,2,FALSE,NA,Pending,TRUE,Low,3,NA,Late Alert,FALSE
SHP101594,R003576,3,FALSE,NA,Pending,TRUE,High,5,NA,NA,TRUE
SHP101595,R003577,1,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101595,R003578,2,TRUE,Vessel Omission,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP101596,R003579,1,FALSE,NA,Pending,TRUE,Moderate,5,NA,NA,FALSE
SHP101596,R003580,2,TRUE,Feeder Delay,Pending,TRUE,Low,5,NA,Late Alert,FALSE
SHP101596,R003581,3,TRUE,Late Document,Pending,TRUE,Moderate,6,NA,Blank Sailing,TRUE
SHP101597,R003582,1,TRUE,Customs Hold,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP101597,R003583,2,TRUE,Carrier Overbooking,Paid,TRUE,Low,3,NA,Late Alert,FALSE
SHP101598,R003584,1,TRUE,Customs Hold,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP101599,R003585,1,TRUE,Customs Hold,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP101599,R003586,2,TRUE,Late Document,Paid,TRUE,High,10,NA,Blank Sailing,TRUE
SHP101600,R003587,1,TRUE,Late Document,Paid,FALSE,Low,6,NA,Late Alert,FALSE
SHP101600,R003588,2,TRUE,Feeder Delay,Paid,FALSE,Low,8,NA,Late Alert,FALSE
SHP101601,R003589,1,FALSE,NA,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP101601,R003590,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,7,NA,Blank Sailing,TRUE
SHP101601,R003591,3,FALSE,NA,Paid,TRUE,Low,8,Military,Late Alert,TRUE
SHP101602,R003592,1,TRUE,Late Document,Paid,TRUE,Low,1,NA,Blank Sailing,TRUE
SHP101603,R003593,1,TRUE,Customs Hold,Paid,TRUE,Moderate,4,NA,Blank Sailing,TRUE
SHP101603,R003594,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,Strike,Late Alert,TRUE
SHP101603,R003595,3,FALSE,NA,Paid,TRUE,Moderate,6,NA,NA,FALSE
SHP101604,R003596,1,TRUE,Customs Hold,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP101604,R003597,2,FALSE,NA,Paid,TRUE,Moderate,3,NA,NA,FALSE
SHP101604,R003598,3,TRUE,Late Document,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP101605,R003599,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,6,Military,Late Alert,TRUE
SHP101605,R003600,2,FALSE,NA,Pending,TRUE,Low,3,Embargo,NA,TRUE
SHP101606,R003601,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101606,R003602,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP101606,R003603,3,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP101607,R003604,1,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101607,R003605,2,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,NA,TRUE
SHP101608,R003606,1,TRUE,Hub Congestion,Overdue,TRUE,Low,6,NA,Late Alert,FALSE
SHP101608,R003607,2,TRUE,Feeder Delay,Overdue,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP101609,R003608,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP101609,R003609,2,TRUE,Feeder Delay,Pending,TRUE,Low,4,NA,Late Alert,FALSE
SHP101609,R003610,3,TRUE,Feeder Delay,Pending,TRUE,High,8,NA,Late Alert,TRUE
SHP101610,R003611,1,FALSE,NA,Paid,TRUE,High,5,Embargo,NA,TRUE
SHP101610,R003612,2,FALSE,NA,Paid,TRUE,Moderate,4,NA,NA,FALSE
SHP101610,R003613,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP101611,R003614,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP101612,R003615,1,FALSE,NA,Pending,TRUE,Moderate,7,Military,NA,TRUE
SHP101612,R003616,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP101612,R003617,3,TRUE,Carrier Overbooking,Pending,TRUE,Low,5,NA,NA,FALSE
SHP101613,R003618,1,TRUE,Late Document,Paid,FALSE,High,9,NA,NA,TRUE
SHP101614,R003619,1,TRUE,Customs Hold,Pending,TRUE,Low,6,NA,NA,FALSE
SHP101614,R003620,2,TRUE,Hub Congestion,Pending,TRUE,Low,8,NA,Late Alert,FALSE
SHP101614,R003621,3,FALSE,NA,Pending,TRUE,Low,7,Strike,NA,TRUE
SHP101615,R003622,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101615,R003623,2,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101615,R003624,3,FALSE,NA,Pending,TRUE,Moderate,5,Military,Late Alert,TRUE
SHP101616,R003625,1,FALSE,NA,Paid,TRUE,Low,2,NA,Late Alert,FALSE
SHP101616,R003626,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP101617,R003627,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,3,NA,Late Alert,FALSE
SHP101617,R003628,2,FALSE,NA,Pending,TRUE,Moderate,4,NA,NA,FALSE
SHP101617,R003629,3,TRUE,Carrier Overbooking,Pending,TRUE,Low,3,NA,NA,FALSE
SHP101618,R003630,1,FALSE,NA,Paid,TRUE,Low,1,NA,NA,FALSE
SHP101618,R003631,2,FALSE,NA,Paid,TRUE,High,6,NA,Late Alert,TRUE
SHP101619,R003632,1,FALSE,NA,Pending,TRUE,Low,7,NA,NA,TRUE
SHP101619,R003633,2,FALSE,NA,Pending,TRUE,High,6,NA,NA,TRUE
SHP101619,R003634,3,FALSE,NA,Pending,TRUE,Moderate,5,Embargo,Late Alert,TRUE
SHP101620,R003635,1,TRUE,Feeder Delay,Paid,TRUE,High,3,NA,Late Alert,TRUE
SHP101621,R003636,1,TRUE,Late Document,Pending,FALSE,Moderate,7,NA,Late Alert,FALSE
SHP101622,R003637,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,3,NA,NA,TRUE
SHP101622,R003638,2,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP101623,R003639,1,TRUE,Late Document,Pending,FALSE,Low,8,NA,NA,FALSE
SHP101623,R003640,2,FALSE,NA,Pending,FALSE,Moderate,5,NA,NA,FALSE
SHP101624,R003641,1,TRUE,Hub Congestion,Overdue,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP101624,R003642,2,FALSE,NA,Overdue,TRUE,High,5,NA,Late Alert,TRUE
SHP101624,R003643,3,TRUE,Feeder Delay,Overdue,TRUE,Low,6,NA,Late Alert,FALSE
SHP101625,R003644,1,FALSE,NA,Pending,FALSE,Low,5,NA,NA,FALSE
SHP101626,R003645,1,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP101626,R003646,2,TRUE,Feeder Delay,Paid,TRUE,High,2,NA,Blank Sailing,TRUE
SHP101626,R003647,3,TRUE,Feeder Delay,Paid,TRUE,Low,4,NA,Late Alert,TRUE
SHP101627,R003648,1,TRUE,Feeder Delay,Paid,TRUE,Moderate,5,Embargo,Late Alert,TRUE
SHP101627,R003649,2,TRUE,Feeder Delay,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP101628,R003650,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,5,NA,Blank Sailing,TRUE
SHP101628,R003651,2,TRUE,Feeder Delay,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101628,R003652,3,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP101629,R003653,1,TRUE,Vessel Omission,Overdue,TRUE,Low,5,NA,NA,FALSE
SHP101629,R003654,2,FALSE,NA,Overdue,TRUE,Moderate,6,NA,NA,FALSE
SHP101629,R003655,3,TRUE,Feeder Delay,Overdue,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP101630,R003656,1,TRUE,Customs Hold,Paid,TRUE,Moderate,6,Protest,Late Alert,TRUE
SHP101630,R003657,2,FALSE,NA,Paid,TRUE,High,3,NA,NA,TRUE
SHP101631,R003658,1,FALSE,NA,Paid,TRUE,Moderate,7,NA,Late Alert,FALSE
SHP101631,R003659,2,TRUE,Feeder Delay,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP101632,R003660,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP101632,R003661,2,FALSE,NA,Pending,TRUE,Low,3,Protest,NA,TRUE
SHP101632,R003662,3,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,Military,Blank Sailing,TRUE
SHP101633,R003663,1,FALSE,NA,Overdue,FALSE,Low,7,Military,NA,TRUE
SHP101634,R003664,1,FALSE,NA,Paid,FALSE,Moderate,7,NA,NA,FALSE
SHP101634,R003665,2,TRUE,Hub Congestion,Paid,FALSE,Moderate,5,NA,Blank Sailing,TRUE
SHP101634,R003666,3,FALSE,NA,Paid,FALSE,Moderate,5,NA,NA,FALSE
SHP101635,R003667,1,TRUE,Feeder Delay,Paid,TRUE,High,3,NA,NA,TRUE
SHP101636,R003668,1,TRUE,Hub Congestion,Pending,TRUE,Low,8,NA,NA,FALSE
SHP101636,R003669,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,3,NA,Late Alert,FALSE
SHP101636,R003670,3,TRUE,Feeder Delay,Pending,TRUE,Moderate,5,Military,NA,TRUE
SHP101637,R003671,1,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP101637,R003672,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP101637,R003673,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,NA,TRUE
SHP101638,R003674,1,FALSE,NA,Paid,TRUE,Moderate,8,NA,NA,FALSE
SHP101638,R003675,2,TRUE,Late Document,Paid,TRUE,Low,4,Strike,Late Alert,TRUE
SHP101639,R003676,1,TRUE,Late Document,Paid,FALSE,Moderate,9,NA,Blank Sailing,TRUE
SHP101640,R003677,1,FALSE,NA,Paid,FALSE,Moderate,8,NA,Late Alert,FALSE
SHP101641,R003678,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP101641,R003679,2,TRUE,Feeder Delay,Paid,TRUE,Low,1,NA,Late Alert,FALSE
SHP101641,R003680,3,FALSE,NA,Paid,TRUE,Moderate,6,NA,NA,FALSE
SHP101642,R003681,1,TRUE,Hub Congestion,Overdue,TRUE,High,10,NA,Late Alert,TRUE
SHP101642,R003682,2,TRUE,Feeder Delay,Overdue,TRUE,Moderate,3,NA,Blank Sailing,TRUE
SHP101642,R003683,3,FALSE,NA,Overdue,TRUE,Moderate,6,NA,NA,FALSE
SHP101643,R003684,1,TRUE,Late Document,Paid,FALSE,Low,8,NA,Late Alert,FALSE
SHP101643,R003685,2,FALSE,NA,Paid,FALSE,Moderate,5,NA,NA,FALSE
SHP101643,R003686,3,TRUE,Feeder Delay,Paid,FALSE,Low,6,NA,Late Alert,FALSE
SHP101644,R003687,1,TRUE,Hub Congestion,Pending,TRUE,Low,1,NA,Late Alert,FALSE
SHP101644,R003688,2,TRUE,Late Document,Pending,TRUE,High,10,NA,Late Alert,TRUE
SHP101645,R003689,1,TRUE,Vessel Omission,Pending,TRUE,Low,6,NA,Late Alert,FALSE
SHP101646,R003690,1,TRUE,Late Document,Pending,TRUE,High,5,NA,Late Alert,TRUE
SHP101646,R003691,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101647,R003692,1,TRUE,Late Document,Pending,TRUE,Low,6,NA,Late Alert,FALSE
SHP101648,R003693,1,TRUE,Carrier Overbooking,Pending,TRUE,Moderate,6,NA,NA,FALSE
SHP101649,R003694,1,FALSE,NA,Paid,TRUE,Low,4,NA,NA,TRUE
SHP101649,R003695,2,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP101649,R003696,3,TRUE,Hub Congestion,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP101650,R003697,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP101650,R003698,2,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP101650,R003699,3,FALSE,NA,Paid,TRUE,High,8,NA,NA,TRUE
SHP101651,R003700,1,FALSE,NA,Pending,TRUE,Low,4,NA,NA,FALSE
SHP101651,R003701,2,FALSE,NA,Pending,TRUE,Moderate,6,NA,NA,FALSE
SHP101651,R003702,3,FALSE,NA,Pending,TRUE,Low,6,NA,NA,FALSE
SHP101652,R003703,1,TRUE,Hub Congestion,Paid,TRUE,High,10,Embargo,Late Alert,TRUE
SHP101653,R003704,1,TRUE,Late Document,Paid,FALSE,Low,5,NA,Late Alert,FALSE
SHP101654,R003705,1,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP101654,R003706,2,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101655,R003707,1,FALSE,NA,Pending,TRUE,Low,6,NA,NA,FALSE
SHP101655,R003708,2,FALSE,NA,Pending,TRUE,Low,4,NA,NA,FALSE
SHP101655,R003709,3,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101656,R003710,1,FALSE,NA,Pending,TRUE,Low,6,NA,Late Alert,FALSE
SHP101656,R003711,2,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101657,R003712,1,TRUE,Late Document,Paid,FALSE,Low,8,NA,NA,FALSE
SHP101657,R003713,2,TRUE,Feeder Delay,Paid,FALSE,Moderate,8,NA,Blank Sailing,TRUE
SHP101658,R003714,1,TRUE,Hub Congestion,Paid,TRUE,Low,3,NA,NA,FALSE
SHP101658,R003715,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,Strike,NA,TRUE
SHP101658,R003716,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP101659,R003717,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP101659,R003718,2,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP101659,R003719,3,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,5,Strike,Late Alert,TRUE
SHP101660,R003720,1,FALSE,NA,Paid,TRUE,Moderate,5,NA,NA,FALSE
SHP101660,R003721,2,FALSE,NA,Paid,TRUE,High,2,NA,NA,TRUE
SHP101660,R003722,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,8,NA,NA,FALSE
SHP101661,R003723,1,FALSE,NA,Paid,TRUE,Low,5,NA,NA,TRUE
SHP101661,R003724,2,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP101661,R003725,3,FALSE,NA,Paid,TRUE,High,8,NA,Late Alert,TRUE
SHP101662,R003726,1,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,NA,TRUE
SHP101662,R003727,2,TRUE,Feeder Delay,Paid,TRUE,High,5,NA,Late Alert,TRUE
SHP101662,R003728,3,TRUE,Customs Hold,Paid,TRUE,Low,2,NA,Blank Sailing,TRUE
SHP101663,R003729,1,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP101663,R003730,2,TRUE,Feeder Delay,Paid,TRUE,High,7,NA,NA,TRUE
SHP101663,R003731,3,TRUE,Hub Congestion,Paid,TRUE,Moderate,5,Strike,Blank Sailing,TRUE
SHP101664,R003732,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP101665,R003733,1,TRUE,Carrier Overbooking,Paid,TRUE,High,5,NA,NA,TRUE
SHP101666,R003734,1,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP101666,R003735,2,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP101666,R003736,3,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP101667,R003737,1,TRUE,Carrier Overbooking,Pending,TRUE,Moderate,7,Protest,Late Alert,TRUE
SHP101667,R003738,2,FALSE,NA,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP101668,R003739,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP101668,R003740,2,FALSE,NA,Paid,TRUE,Moderate,8,Protest,NA,TRUE
SHP101669,R003741,1,TRUE,Feeder Delay,Paid,TRUE,Moderate,7,NA,Late Alert,FALSE
SHP101669,R003742,2,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP101670,R003743,1,TRUE,Late Document,Paid,FALSE,Moderate,6,NA,Blank Sailing,TRUE
SHP101670,R003744,2,TRUE,Feeder Delay,Paid,FALSE,Low,6,NA,NA,FALSE
SHP101670,R003745,3,FALSE,NA,Paid,FALSE,Low,5,NA,Late Alert,FALSE
SHP101671,R003746,1,FALSE,NA,Pending,TRUE,Low,4,NA,NA,FALSE
SHP101671,R003747,2,TRUE,Feeder Delay,Pending,TRUE,High,9,NA,Blank Sailing,TRUE
SHP101672,R003748,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,3,Strike,Late Alert,TRUE
SHP101673,R003749,1,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP101674,R003750,1,FALSE,NA,Pending,TRUE,Moderate,6,NA,NA,FALSE
SHP101674,R003751,2,TRUE,Feeder Delay,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP101674,R003752,3,FALSE,NA,Pending,TRUE,Moderate,6,NA,NA,FALSE
SHP101675,R003753,1,FALSE,NA,Paid,TRUE,High,6,NA,NA,TRUE
SHP101676,R003754,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP101676,R003755,2,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP101677,R003756,1,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP101677,R003757,2,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP101677,R003758,3,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP101678,R003759,1,FALSE,NA,Paid,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP101679,R003760,1,TRUE,Late Document,Paid,FALSE,Low,8,NA,Blank Sailing,TRUE
SHP101680,R003761,1,FALSE,NA,Pending,TRUE,Low,5,NA,NA,TRUE
SHP101680,R003762,2,FALSE,NA,Pending,TRUE,Low,4,NA,Late Alert,FALSE
SHP101680,R003763,3,FALSE,NA,Pending,TRUE,Moderate,5,NA,NA,FALSE
SHP101681,R003764,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP101682,R003765,1,FALSE,NA,Pending,TRUE,Low,7,NA,NA,FALSE
SHP101683,R003766,1,TRUE,Late Document,Paid,FALSE,Moderate,9,NA,Late Alert,TRUE
SHP101683,R003767,2,TRUE,Hub Congestion,Paid,FALSE,High,10,NA,Blank Sailing,TRUE
SHP101684,R003768,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,5,NA,Blank Sailing,TRUE
SHP101685,R003769,1,TRUE,Feeder Delay,Overdue,TRUE,Low,6,Protest,Late Alert,TRUE
SHP101685,R003770,2,FALSE,NA,Overdue,TRUE,Moderate,7,NA,Late Alert,FALSE
SHP101685,R003771,3,TRUE,Feeder Delay,Overdue,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP101686,R003772,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,4,NA,Blank Sailing,TRUE
SHP101686,R003773,2,FALSE,NA,Paid,TRUE,Low,1,NA,NA,TRUE
SHP101686,R003774,3,TRUE,Late Document,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP101687,R003775,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP101687,R003776,2,FALSE,NA,Paid,TRUE,High,3,NA,NA,TRUE
SHP101687,R003777,3,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP101688,R003778,1,TRUE,Late Document,Paid,FALSE,Low,7,NA,Late Alert,FALSE
SHP101688,R003779,2,FALSE,NA,Paid,FALSE,Low,4,NA,NA,FALSE
SHP101688,R003780,3,TRUE,Customs Hold,Paid,FALSE,Low,6,NA,Late Alert,FALSE
SHP101689,R003781,1,FALSE,NA,Pending,TRUE,Low,4,NA,Late Alert,FALSE
SHP101689,R003782,2,TRUE,Feeder Delay,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP101689,R003783,3,TRUE,Feeder Delay,Pending,TRUE,Low,6,NA,Late Alert,FALSE
SHP101690,R003784,1,FALSE,NA,Paid,TRUE,Low,3,NA,NA,FALSE
SHP101690,R003785,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,4,NA,Late Alert,FALSE
SHP101691,R003786,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP101692,R003787,1,TRUE,Hub Congestion,Pending,TRUE,High,10,Military,NA,TRUE
SHP101692,R003788,2,TRUE,Late Document,Pending,TRUE,Low,3,NA,Late Alert,FALSE
SHP101692,R003789,3,TRUE,Late Document,Pending,TRUE,High,10,NA,Late Alert,TRUE
SHP101693,R003790,1,FALSE,NA,Pending,TRUE,Low,3,NA,Late Alert,FALSE
SHP101694,R003791,1,FALSE,NA,Pending,TRUE,Low,6,NA,NA,FALSE
SHP101694,R003792,2,FALSE,NA,Pending,TRUE,Low,5,NA,NA,FALSE
SHP101694,R003793,3,FALSE,NA,Pending,TRUE,Low,8,NA,NA,FALSE
